farm_id,region,latitude,longitude,farm_size_ha,soil_ph,soil_organic_carbon_pct,clay_pct,annual_rainfall_mm,avg_temp_c,ndvi,evi,tree_density_per_ha,water_depth_cm,fertilizer_n_kg_ha,residue_management,irrigation,rice_variety,planting_date,harvest_date,rice_yield_t_ha,carbon_stock_tco2e_ha,ch4_emission_kg_ha
134,Indo-Gangetic Plain,26.481471,82.143832,2.064,6.11,0.6,14.6,1053,26.1,0.558,0.522,33,5.5,110.8,removed,flood,IR64,2024-06-29,2024-10-28,4.999,4.98,264.8
135,Coastal Andhra,16.150299,81.205412,0.519,6.97,0.78,24.8,634,26.0,0.508,0.524,58,9.9,129.5,mulched,flood,Naveen,2024-07-11,2024-10-19,4.863,5.082,404.8
136,Terai Nepal,27.874068,83.981399,2.162,6.28,0.35,15.8,1668,26.3,0.621,0.536,92,9.9,167.7,removed,alternate_wetting_drying,Swarna,2024-07-03,2024-10-15,5.295,5.485,288.2
137,Eastern UP,26.132596,82.870884,1.535,6.39,1.23,29.5,1094,24.5,0.586,0.426,47,2.5,104.1,removed,alternate_wetting_drying,Swarna,2024-07-09,2024-11-02,5.172,5.978,265.6
138,Terai Nepal,27.660445,84.368694,0.833,6.78,0.2,19.2,1190,24.7,0.538,0.471,52,4.4,11.7,incorporated,flood,IR64,2024-06-14,2024-10-07,4.35,4.492,345.7
139,Coastal Andhra,16.851499,81.090399,0.852,5.83,2.41,27.2,1206,29.2,0.572,0.472,46,3.5,132.0,removed,flood,IR64,2024-07-02,2024-10-17,5.392,9.428,332.5
140,Indo-Gangetic Plain,26.044848,82.225174,0.951,5.82,0.97,37.6,1039,27.9,0.562,0.424,62,10.5,83.9,removed,flood,MTU1010,2024-07-11,2024-11-21,4.467,6.356,295.8
141,Indo-Gangetic Plain,26.130119,81.699046,1.313,6.26,2.05,35.8,1017,24.7,0.816,0.633,0,5.3,81.2,incorporated,alternate_wetting_drying,Swarna,2024-07-11,2024-11-13,6.02,10.097,264.2
142,Eastern UP,26.005746,83.06891,0.531,6.37,0.95,18.6,894,29.4,0.573,0.572,51,7.2,62.1,removed,flood,MTU1010,2024-06-29,2024-10-29,4.572,5.356,231.2
143,Coastal Andhra,16.840686,80.868112,0.745,6.13,0.94,14.4,1566,26.4,0.692,0.621,0,5.8,23.1,incorporated,flood,Naveen,2024-07-04,2024-10-05,5.12,6.22,371.6
144,Terai Nepal,27.755654,84.375437,3.841,6.99,1.09,33.6,1340,28.3,0.671,0.617,19,4.7,95.2,incorporated,flood,MTU1010,2024-06-28,2024-10-09,5.135,6.406,404.0
145,Mekong Delta,9.862097,105.042279,0.804,6.95,1.21,20.3,877,27.6,0.727,0.612,38,5.4,94.9,removed,flood,IR64,2024-07-06,2024-11-01,5.626,6.94,292.5
146,Eastern UP,25.833329,82.609597,1.633,6.78,0.8,5.0,1323,26.5,0.69,0.492,44,3.5,49.8,incorporated,drip,Swarna,2024-07-01,2024-10-15,5.134,5.346,254.0
147,Terai Nepal,27.80956,84.403741,1.901,5.85,0.88,6.4,1678,26.1,0.9,0.702,22,2.9,106.3,removed,drip,Samba Mahsuri,2024-06-17,2024-09-25,6.558,6.323,185.8
148,Eastern UP,25.736921,82.665565,0.315,6.1,0.63,15.2,1118,25.5,0.51,0.516,52,7.3,76.1,incorporated,flood,IR64,2024-07-02,2024-10-24,4.688,5.34,345.9
149,Terai Nepal,27.60138,83.92488,2.587,6.64,1.7,35.8,864,25.2,0.704,0.622,39,8.9,79.1,incorporated,flood,IR64,2024-06-25,2024-10-18,5.942,8.356,425.7
150,Indo-Gangetic Plain,26.210957,81.812821,1.147,4.88,1.29,14.4,1617,26.3,0.763,0.608,72,3.3,69.7,removed,alternate_wetting_drying,Naveen,2024-07-02,2024-10-12,5.539,7.452,191.3
151,Indo-Gangetic Plain,26.321829,81.968134,1.284,6.19,1.02,24.2,1145,27.1,0.569,0.419,47,3.5,102.1,incorporated,flood,MTU1010,2024-07-04,2024-11-14,4.61,6.292,377.8
152,Terai Nepal,27.863073,83.919295,0.857,6.89,1.52,19.5,604,25.5,0.731,0.67,44,3.0,22.4,incorporated,flood,MTU1010,2024-06-28,2024-10-13,5.518,7.724,302.6
153,Mekong Delta,9.862273,105.29162,0.611,5.45,1.01,26.6,1171,26.0,0.537,0.406,12,7.3,54.9,incorporated,flood,Swarna,2024-06-27,2024-10-21,5.021,4.843,398.5
154,Coastal Andhra,16.483506,81.060253,0.657,6.51,0.97,14.7,1213,31.0,0.606,0.431,97,2.1,90.3,incorporated,flood,MTU1010,2024-07-26,2024-11-10,4.767,6.553,367.8
155,Coastal Andhra,16.441198,80.701212,0.526,6.48,1.79,31.4,1338,30.3,0.564,0.463,31,4.2,54.8,removed,flood,IR64,2024-07-01,2024-10-31,5.071,7.398,252.8
156,Mekong Delta,9.650557,105.68273,1.525,6.08,1.38,12.7,900,26.4,0.659,0.575,55,6.2,143.5,incorporated,alternate_wetting_drying,MTU1010,2024-07-04,2024-11-10,5.579,7.731,337.7
157,Mekong Delta,10.486658,106.085343,0.768,6.5,1.3,17.0,1388,26.4,0.522,0.436,20,8.1,156.6,mulched,alternate_wetting_drying,Swarna,2024-07-07,2024-11-03,5.119,6.744,266.4
158,Mekong Delta,9.735679,105.286334,2.489,7.36,1.08,25.5,928,29.9,0.73,0.533,23,3.9,98.1,removed,flood,MTU1010,2024-07-11,2024-11-10,5.568,6.383,239.5
159,Mekong Delta,10.023879,105.666217,0.728,6.52,0.2,33.8,731,30.8,0.61,0.521,29,4.1,139.6,mulched,drip,MTU1010,2024-06-11,2024-09-27,4.636,4.286,175.6
160,Mekong Delta,10.081417,105.817158,0.676,7.35,1.62,37.1,1256,24.5,0.744,0.675,47,4.5,129.4,removed,flood,Naveen,2024-07-12,2024-10-30,5.845,8.813,301.2
161,Eastern UP,26.276424,82.773826,2.25,6.78,1.19,29.4,1314,26.6,0.439,0.33,84,0.2,56.2,mulched,flood,Samba Mahsuri,2024-07-09,2024-10-22,4.804,7.325,275.4
162,Indo-Gangetic Plain,26.803211,82.224713,1.612,6.4,2.06,27.2,1045,29.2,0.662,0.544,50,6.5,55.8,incorporated,alternate_wetting_drying,IR64,2024-06-20,2024-10-18,5.411,9.486,263.3
163,Eastern UP,25.999656,82.78338,1.469,6.48,0.79,47.2,908,21.4,0.84,0.769,37,3.9,70.1,incorporated,flood,MTU1010,2024-06-27,2024-10-09,5.985,6.439,318.2
164,Indo-Gangetic Plain,26.950195,82.272501,0.77,6.34,1.04,19.9,1281,22.4,0.756,0.571,38,4.1,95.5,mulched,flood,Naveen,2024-07-15,2024-11-13,5.571,7.438,394.5
165,Terai Nepal,27.287981,84.269595,1.709,6.01,1.15,20.1,1990,28.3,0.672,0.549,79,4.7,69.4,removed,flood,Samba Mahsuri,2024-07-13,2024-11-02,5.313,7.168,356.7
166,Coastal Andhra,16.317794,81.176834,1.577,6.75,0.31,35.6,1275,30.5,0.703,0.548,56,9.0,108.3,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-04,2024-10-26,5.474,4.726,342.8
167,Mekong Delta,9.536687,105.539682,0.856,6.64,0.59,22.9,1044,25.6,0.585,0.492,52,0.0,6.8,mulched,flood,Samba Mahsuri,2024-07-01,2024-11-05,4.491,6.385,233.2
168,Coastal Andhra,16.552586,80.798982,0.954,6.58,0.97,22.8,1172,26.8,0.656,0.609,27,1.1,124.2,removed,flood,Swarna,2024-06-14,2024-10-05,5.851,5.774,261.6
169,Terai Nepal,27.394528,84.017576,1.26,6.79,0.56,24.6,1241,25.7,0.698,0.666,36,2.7,78.7,incorporated,alternate_wetting_drying,MTU1010,2024-07-19,2024-11-11,5.098,5.178,259.8
170,Eastern UP,26.202994,83.433346,0.85,7.0,0.81,39.0,971,27.1,0.687,0.548,94,3.6,129.9,removed,alternate_wetting_drying,MTU1010,2024-07-24,2024-11-03,5.29,6.688,246.1
171,Eastern UP,26.220657,83.497546,1.098,6.81,1.57,12.8,1015,24.5,0.586,0.45,30,4.9,53.5,incorporated,flood,Naveen,2024-07-17,2024-11-17,4.887,8.056,325.1
172,Mekong Delta,9.721488,105.670327,0.751,5.46,1.1,28.2,1118,25.5,0.569,0.464,22,4.0,116.3,removed,flood,MTU1010,2024-06-21,2024-09-23,5.104,6.388,316.2
173,Indo-Gangetic Plain,26.596236,82.058216,0.57,6.67,0.78,18.6,955,24.3,0.9,0.733,93,1.3,92.5,removed,flood,Samba Mahsuri,2024-06-22,2024-10-29,6.309,6.556,275.0
174,Mekong Delta,9.967794,105.799826,3.827,6.95,1.44,27.0,1394,26.1,0.617,0.494,33,3.9,90.0,incorporated,flood,Swarna,2024-07-16,2024-10-29,5.078,7.807,357.2
175,Mekong Delta,9.946272,105.618746,1.851,6.94,0.71,22.2,1558,29.2,0.485,0.368,0,5.1,156.4,incorporated,flood,MTU1010,2024-06-25,2024-10-18,4.72,4.03,463.9
176,Terai Nepal,27.047544,83.652906,1.205,6.06,1.05,20.5,1497,25.5,0.605,0.469,30,6.3,101.6,incorporated,flood,Swarna,2024-07-06,2024-10-15,4.785,6.397,406.4
177,Terai Nepal,27.612005,84.093713,2.498,5.75,1.57,30.9,1157,27.8,0.774,0.63,16,7.5,87.7,removed,alternate_wetting_drying,MTU1010,2024-07-05,2024-10-27,5.755,8.012,237.7
178,Coastal Andhra,16.096605,81.26348,1.29,7.58,0.77,47.9,1313,27.9,0.579,0.463,56,7.8,55.8,mulched,alternate_wetting_drying,IR64,2024-07-19,2024-11-22,5.119,5.692,288.5
179,Eastern UP,26.287616,83.102572,1.158,6.58,0.56,26.1,1157,23.9,0.569,0.476,29,0.0,127.7,incorporated,flood,Naveen,2024-07-03,2024-10-18,5.193,4.836,372.7
180,Indo-Gangetic Plain,26.373966,81.795165,2.539,6.98,1.63,20.3,1534,22.1,0.786,0.689,48,2.2,26.5,mulched,alternate_wetting_drying,MTU1010,2024-07-06,2024-10-30,6.023,8.487,224.0
181,Terai Nepal,26.84688,84.053543,2.879,5.62,0.91,28.3,1575,25.9,0.567,0.565,47,11.1,99.7,incorporated,drip,IR64,2024-07-04,2024-10-29,5.326,5.813,260.9
182,Eastern UP,26.093434,82.964169,1.309,5.83,1.05,12.1,930,22.0,0.682,0.497,33,7.9,129.4,mulched,drip,MTU1010,2024-06-23,2024-10-05,5.338,6.46,230.3
183,Mekong Delta,10.512948,105.449383,1.094,5.84,0.46,24.1,1097,27.0,0.66,0.436,36,9.7,147.5,removed,flood,Samba Mahsuri,2024-07-12,2024-11-11,5.295,5.122,313.0
184,Mekong Delta,10.394246,105.367518,0.841,6.17,1.65,35.6,1210,31.7,0.654,0.489,34,12.0,145.0,incorporated,alternate_wetting_drying,Swarna,2024-07-03,2024-10-29,5.125,8.537,332.0
185,Coastal Andhra,16.589281,80.874689,0.936,7.21,1.06,21.6,965,24.4,0.792,0.608,20,9.2,72.9,incorporated,alternate_wetting_drying,IR64,2024-07-10,2024-11-05,5.605,5.488,267.4
186,Terai Nepal,27.390348,83.95461,0.529,6.85,0.84,23.0,1064,25.0,0.649,0.56,35,2.8,101.2,mulched,alternate_wetting_drying,Naveen,2024-07-21,2024-11-17,4.88,6.013,257.9
187,Indo-Gangetic Plain,26.897791,81.804157,1.535,6.42,1.51,40.1,1127,22.8,0.739,0.681,41,7.4,100.4,incorporated,flood,IR64,2024-07-03,2024-10-27,5.491,8.617,395.2
188,Eastern UP,26.345339,82.93429,2.5,6.17,1.28,30.7,1435,28.6,0.61,0.455,41,3.3,70.6,incorporated,flood,Samba Mahsuri,2024-07-24,2024-11-23,5.056,6.591,341.6
189,Indo-Gangetic Plain,26.465047,82.499441,0.719,4.95,1.23,34.5,895,29.1,0.526,0.433,63,1.4,96.4,removed,alternate_wetting_drying,MTU1010,2024-07-17,2024-12-01,5.106,6.812,180.8
190,Eastern UP,26.374851,82.600167,0.99,6.04,1.39,37.3,1020,21.0,0.601,0.455,58,6.3,80.2,removed,alternate_wetting_drying,Naveen,2024-06-22,2024-10-16,5.195,6.625,228.4
191,Coastal Andhra,16.28051,81.767132,1.258,6.96,0.9,28.6,1293,22.3,0.892,0.727,35,1.7,102.2,incorporated,drip,Swarna,2024-07-05,2024-10-17,5.813,7.18,218.5
192,Indo-Gangetic Plain,26.425191,82.750494,0.355,6.71,0.49,25.9,1043,28.3,0.635,0.576,25,10.8,105.5,removed,drip,Swarna,2024-06-17,2024-10-24,4.98,4.141,193.9
193,Terai Nepal,27.541489,83.848734,1.095,6.23,0.61,37.6,1029,24.9,0.466,0.498,62,7.4,131.8,removed,flood,Swarna,2024-07-03,2024-10-14,4.579,4.982,309.7
194,Mekong Delta,9.875004,105.422046,3.158,5.63,1.01,34.1,815,30.3,0.757,0.643,32,0.8,114.7,removed,flood,IR64,2024-08-01,2024-11-15,5.8,7.748,289.1
195,Indo-Gangetic Plain,26.448351,81.74173,0.582,6.6,1.11,20.6,1224,23.2,0.682,0.602,50,6.2,129.6,incorporated,flood,IR64,2024-07-06,2024-10-24,5.765,7.274,411.5
196,Mekong Delta,10.22497,105.58378,0.69,6.69,0.7,18.7,1256,27.7,0.507,0.355,59,2.9,36.2,incorporated,flood,Naveen,2024-07-03,2024-10-06,4.226,4.914,370.3
197,Mekong Delta,9.912989,105.39151,0.957,7.38,1.02,25.5,1182,25.7,0.66,0.556,46,2.4,82.8,mulched,flood,IR64,2024-07-12,2024-10-21,5.36,7.159,308.9
198,Indo-Gangetic Plain,26.668268,81.623983,0.728,5.53,0.83,18.6,1160,26.1,0.477,0.403,81,9.0,105.9,incorporated,alternate_wetting_drying,IR64,2024-07-11,2024-10-26,5.112,6.343,295.9
199,Terai Nepal,27.42719,83.432997,0.93,5.88,0.9,23.6,1487,27.5,0.687,0.642,22,10.4,64.3,incorporated,flood,MTU1010,2024-07-21,2024-11-26,5.192,5.862,388.0
200,Indo-Gangetic Plain,26.614393,82.093496,0.491,4.92,1.39,24.1,1045,27.6,0.643,0.486,47,2.8,124.7,removed,alternate_wetting_drying,Naveen,2024-07-02,2024-10-14,5.41,6.603,239.7
201,Eastern UP,25.714619,82.818833,0.965,6.07,1.12,40.1,1020,25.8,0.705,0.614,11,4.8,86.5,incorporated,drip,MTU1010,2024-07-14,2024-10-24,5.602,6.575,225.7
202,Mekong Delta,10.202623,105.460207,0.414,6.28,0.72,26.5,1569,31.9,0.658,0.641,46,5.3,113.8,removed,drip,Samba Mahsuri,2024-07-04,2024-10-06,5.528,5.412,149.2
203,Mekong Delta,10.166187,105.757346,2.559,6.7,0.68,5.0,952,30.3,0.869,0.781,8,3.1,129.8,incorporated,drip,IR64,2024-06-29,2024-10-22,6.2,5.827,271.7
204,Indo-Gangetic Plain,26.625573,81.901896,1.167,6.41,1.04,19.0,1279,25.4,0.671,0.676,30,8.3,58.5,incorporated,flood,MTU1010,2024-07-10,2024-10-08,5.51,6.546,407.0
205,Coastal Andhra,16.757082,81.306517,1.015,5.55,1.31,30.8,906,26.3,0.714,0.693,28,6.1,128.7,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-26,2024-11-26,5.817,7.096,291.5
206,Terai Nepal,27.392868,83.926595,1.037,6.65,1.24,26.7,1656,27.2,0.9,0.782,33,9.0,87.2,removed,flood,Naveen,2024-06-12,2024-09-25,6.74,8.186,332.6
207,Eastern UP,26.05372,83.132772,0.491,6.45,1.47,21.5,1276,25.8,0.759,0.699,16,5.1,39.8,removed,alternate_wetting_drying,MTU1010,2024-06-14,2024-10-07,5.813,6.741,214.6
208,Mekong Delta,10.418388,105.186436,0.963,6.4,0.34,15.8,1514,28.9,0.762,0.692,33,0.0,122.6,mulched,flood,Naveen,2024-07-15,2024-11-20,5.569,5.908,275.4
209,Mekong Delta,10.53738,105.544205,1.364,5.73,0.97,42.5,1185,25.9,0.699,0.608,53,2.5,87.3,incorporated,flood,Naveen,2024-06-28,2024-10-25,5.447,7.11,367.2
210,Coastal Andhra,16.576694,81.438757,0.888,6.46,2.0,25.0,1442,25.5,0.736,0.663,0,5.0,73.5,mulched,flood,MTU1010,2024-06-18,2024-11-15,6.041,8.054,312.8
211,Mekong Delta,10.266632,105.60836,1.577,7.16,1.0,18.8,1372,26.6,0.785,0.666,29,6.0,58.4,incorporated,flood,Samba Mahsuri,2024-07-14,2024-11-23,6.008,6.469,432.1
212,Coastal Andhra,15.978179,80.884256,1.918,6.72,2.68,35.8,1450,25.1,0.713,0.538,40,4.6,94.9,mulched,alternate_wetting_drying,IR64,2024-06-28,2024-10-30,6.161,11.303,229.0
213,Mekong Delta,9.894745,104.834496,2.778,5.85,1.83,34.5,929,24.2,0.692,0.634,47,3.6,27.7,removed,alternate_wetting_drying,IR64,2024-06-13,2024-09-30,5.114,8.187,185.0
214,Mekong Delta,10.215977,105.095004,5.358,6.7,1.43,47.4,1721,29.0,0.75,0.603,38,5.9,110.1,incorporated,flood,Samba Mahsuri,2024-07-03,2024-10-24,5.982,7.953,441.5
215,Indo-Gangetic Plain,26.856579,82.554809,2.026,7.2,0.91,13.4,1455,28.0,0.663,0.544,53,8.9,135.3,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-10,2024-11-01,5.53,7.161,347.5
216,Indo-Gangetic Plain,26.559846,81.975716,1.281,6.22,1.46,16.8,1039,25.4,0.754,0.654,33,3.9,90.1,mulched,flood,Swarna,2024-07-21,2024-11-18,6.098,7.633,271.5
217,Indo-Gangetic Plain,26.258448,82.323054,0.332,5.78,0.72,11.5,724,28.0,0.624,0.505,62,5.8,113.0,incorporated,flood,MTU1010,2024-07-04,2024-10-20,5.104,5.425,409.3
218,Eastern UP,26.104503,82.730651,0.912,7.14,1.45,45.8,1554,29.9,0.483,0.345,43,3.3,95.9,mulched,drip,Naveen,2024-07-14,2024-11-29,4.49,6.929,197.0
219,Eastern UP,25.945432,83.041457,1.318,6.55,1.96,11.3,683,22.2,0.778,0.717,48,4.7,59.0,removed,flood,Swarna,2024-07-13,2024-10-19,6.33,8.899,260.8
220,Terai Nepal,27.19832,84.108049,0.885,6.89,0.66,42.2,931,27.5,0.745,0.674,66,1.3,140.8,removed,drip,Swarna,2024-07-05,2024-10-28,5.965,6.19,124.5
221,Mekong Delta,9.865359,105.849598,1.049,6.1,1.21,26.0,843,26.3,0.609,0.518,63,5.4,133.0,incorporated,alternate_wetting_drying,MTU1010,2024-07-04,2024-11-11,5.369,6.687,266.4
222,Eastern UP,25.997566,83.047427,1.034,7.27,1.41,38.1,1135,29.3,0.846,0.681,17,4.2,77.9,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-09,2024-11-11,6.419,8.125,228.1
223,Eastern UP,25.830895,83.124582,0.605,7.86,1.08,25.1,1696,25.5,0.85,0.771,61,3.3,42.5,removed,alternate_wetting_drying,Naveen,2024-07-09,2024-11-23,6.135,8.339,193.6
224,Coastal Andhra,16.656967,80.833904,0.364,4.8,1.61,26.3,1132,30.5,0.726,0.546,10,4.9,33.4,mulched,flood,IR64,2024-07-02,2024-11-20,5.387,8.099,276.9
225,Coastal Andhra,16.478052,81.428507,0.869,5.95,1.18,18.5,1102,26.8,0.604,0.456,80,7.6,28.0,mulched,drip,Swarna,2024-06-28,2024-11-01,5.254,7.469,218.3
226,Coastal Andhra,16.506508,80.916087,1.172,6.29,1.29,9.9,1319,29.5,0.626,0.493,52,3.2,53.0,mulched,alternate_wetting_drying,IR64,2024-06-25,2024-10-21,5.264,6.562,239.6
227,Mekong Delta,9.880469,105.872994,1.134,6.85,1.15,40.6,1347,28.4,0.718,0.646,33,7.3,94.4,incorporated,alternate_wetting_drying,Naveen,2024-06-23,2024-10-16,5.684,7.188,273.5
228,Indo-Gangetic Plain,25.995887,82.316361,2.041,6.85,0.79,28.6,982,28.7,0.768,0.695,73,5.3,107.2,removed,alternate_wetting_drying,Naveen,2024-06-21,2024-09-25,5.997,6.965,229.2
229,Mekong Delta,10.481302,105.414472,1.327,5.85,0.77,26.0,1531,26.4,0.622,0.542,31,5.9,37.6,incorporated,flood,Naveen,2024-07-17,2024-11-18,5.143,4.882,394.9
230,Terai Nepal,27.376409,83.465034,1.134,5.89,1.33,36.1,535,26.0,0.704,0.713,78,6.1,127.9,removed,flood,IR64,2024-06-29,2024-10-30,6.058,8.139,286.4
231,Eastern UP,26.190471,83.717466,1.537,6.53,1.03,27.3,1023,28.2,0.478,0.391,63,6.1,73.8,removed,alternate_wetting_drying,MTU1010,2024-07-02,2024-10-08,4.077,5.668,202.0
232,Terai Nepal,27.400012,84.054557,0.604,6.94,0.28,24.1,1234,27.1,0.669,0.529,78,4.5,56.1,mulched,flood,MTU1010,2024-07-10,2024-11-01,5.016,4.209,335.4
233,Coastal Andhra,15.585667,81.072849,0.519,6.58,1.07,16.3,1233,27.3,0.832,0.698,50,2.2,52.4,mulched,flood,Samba Mahsuri,2024-07-10,2024-11-10,6.101,7.174,326.6
234,Eastern UP,26.11484,82.993154,0.882,6.7,1.03,27.2,1177,26.1,0.533,0.408,46,10.4,53.9,incorporated,drip,Naveen,2024-07-11,2024-10-28,4.177,5.556,231.5
235,Terai Nepal,27.475969,83.789064,1.472,5.67,0.53,35.1,671,26.2,0.524,0.444,49,8.0,132.6,incorporated,flood,Samba Mahsuri,2024-06-25,2024-10-01,4.692,4.384,397.2
236,Mekong Delta,9.993572,105.491478,0.688,6.72,1.26,30.0,685,27.4,0.412,0.321,61,8.1,101.7,removed,drip,Swarna,2024-07-11,2024-10-28,3.958,6.587,137.5
237,Indo-Gangetic Plain,26.318253,82.368469,2.608,6.27,0.95,23.7,1139,25.5,0.205,0.05,45,4.5,101.4,removed,flood,MTU1010,2024-07-04,2024-11-15,2.975,3.874,267.9
238,Eastern UP,26.259573,83.242987,0.617,6.72,1.53,33.8,1177,24.9,0.59,0.54,43,4.3,165.1,incorporated,alternate_wetting_drying,Swarna,2024-07-13,2024-11-04,5.529,8.14,282.3
239,Coastal Andhra,16.500944,81.568997,2.203,5.66,1.49,22.9,1224,25.2,0.86,0.708,26,1.0,76.5,mulched,alternate_wetting_drying,MTU1010,2024-07-09,2024-10-30,6.182,7.944,196.8
240,Indo-Gangetic Plain,26.643833,81.979074,0.618,6.41,1.46,23.7,1440,26.0,0.611,0.469,50,3.8,126.2,incorporated,flood,Swarna,2024-06-28,2024-10-23,5.31,6.928,405.3
241,Coastal Andhra,16.913541,81.234747,1.543,5.17,0.6,33.9,1286,26.6,0.718,0.536,39,5.2,96.7,incorporated,flood,IR64,2024-07-28,2024-11-05,5.493,6.046,418.8
242,Indo-Gangetic Plain,26.713423,82.933873,1.983,5.99,0.99,20.5,661,26.2,0.738,0.702,71,6.5,64.3,removed,drip,Swarna,2024-07-03,2024-10-30,5.25,6.727,106.4
243,Indo-Gangetic Plain,26.700012,81.981215,0.919,6.61,0.4,22.9,458,22.8,0.431,0.278,45,1.2,107.2,removed,drip,MTU1010,2024-07-14,2024-11-27,4.124,3.868,153.2
244,Coastal Andhra,16.569746,81.470449,0.922,6.52,1.07,8.9,1474,32.1,0.545,0.397,23,5.4,142.8,incorporated,drip,MTU1010,2024-06-29,2024-10-14,5.008,4.675,275.1
245,Eastern UP,26.112853,83.402525,1.301,6.68,0.98,25.2,698,25.2,0.556,0.422,30,3.4,76.8,mulched,alternate_wetting_drying,IR64,2024-06-27,2024-10-12,4.265,6.109,238.8
246,Indo-Gangetic Plain,26.268276,82.266862,3.168,6.89,1.97,25.9,1722,32.1,0.442,0.331,47,3.7,107.2,incorporated,flood,Samba Mahsuri,2024-07-05,2024-10-06,4.926,7.902,387.0
247,Terai Nepal,27.117099,83.750935,1.474,6.58,1.6,19.0,1217,25.3,0.735,0.575,57,8.2,91.1,removed,flood,Naveen,2024-07-13,2024-11-14,5.337,9.172,280.4
248,Coastal Andhra,16.877033,81.191492,0.899,6.04,1.29,21.4,1023,23.5,0.765,0.672,17,4.2,109.2,incorporated,drip,MTU1010,2024-07-05,2024-10-29,5.496,7.009,239.5
249,Mekong Delta,10.130802,105.753152,1.546,6.77,0.41,25.5,1343,28.8,0.567,0.5,30,6.6,126.2,incorporated,drip,Naveen,2024-06-30,2024-10-22,4.843,4.681,263.2
250,Terai Nepal,27.655431,83.84124,0.725,6.49,1.27,54.2,1144,24.2,0.683,0.686,42,5.0,117.8,incorporated,flood,Naveen,2024-07-14,2024-11-13,6.135,7.287,442.4
251,Coastal Andhra,16.155345,81.276824,2.776,5.9,0.2,35.9,1666,22.0,0.705,0.594,25,0.8,124.7,mulched,alternate_wetting_drying,Samba Mahsuri,2024-07-06,2024-10-04,5.196,4.162,293.2
252,Mekong Delta,10.166807,105.322615,0.403,6.24,1.71,21.6,946,29.3,0.61,0.536,48,7.3,173.4,incorporated,alternate_wetting_drying,Swarna,2024-07-13,2024-10-15,5.803,8.101,313.6
253,Eastern UP,25.76771,83.243259,0.736,6.89,1.22,5.0,1027,27.8,0.601,0.629,78,5.5,105.5,incorporated,alternate_wetting_drying,MTU1010,2024-06-30,2024-10-25,5.24,7.685,290.0
254,Mekong Delta,9.969402,105.24727,1.917,6.89,1.69,24.9,1020,23.1,0.748,0.627,20,3.4,73.7,removed,flood,IR64,2024-06-20,2024-10-18,5.644,9.112,287.7
255,Mekong Delta,10.138369,105.586659,0.772,7.2,0.87,29.6,1091,24.8,0.577,0.441,54,7.9,102.6,incorporated,alternate_wetting_drying,Swarna,2024-06-18,2024-11-14,4.729,6.671,270.4
256,Mekong Delta,9.767238,105.523689,0.831,6.9,1.71,31.0,1685,28.0,0.504,0.336,29,7.7,145.1,incorporated,flood,IR64,2024-07-09,2024-11-05,4.66,7.789,455.4
257,Terai Nepal,27.729343,83.705859,1.448,6.65,0.79,23.3,749,26.1,0.767,0.704,92,0.7,80.9,removed,drip,Samba Mahsuri,2024-06-28,2024-10-07,6.117,6.763,169.4
258,Mekong Delta,10.052552,105.210417,1.17,7.18,0.4,18.0,655,28.3,0.797,0.706,19,2.1,79.6,removed,alternate_wetting_drying,Naveen,2024-07-01,2024-11-04,5.919,6.137,139.2
259,Terai Nepal,27.183849,84.128344,0.44,6.16,1.04,41.7,1117,21.5,0.41,0.308,60,6.1,95.9,mulched,flood,Swarna,2024-07-16,2024-11-11,4.004,5.529,322.1
260,Mekong Delta,10.018565,105.221734,1.09,5.6,1.88,22.0,1053,31.0,0.501,0.457,17,4.8,105.1,incorporated,flood,MTU1010,2024-07-12,2024-11-13,4.859,8.166,357.6
261,Indo-Gangetic Plain,26.705988,81.954654,1.24,5.97,1.0,14.7,876,27.9,0.607,0.572,99,1.6,128.2,removed,drip,IR64,2024-06-20,2024-10-18,5.573,6.703,143.7
262,Terai Nepal,27.242678,83.527826,1.467,5.75,1.2,30.9,1262,25.2,0.759,0.679,11,4.1,110.5,removed,alternate_wetting_drying,Swarna,2024-06-28,2024-10-21,6.201,6.488,217.9
263,Eastern UP,26.277793,82.972677,1.098,6.89,1.68,24.8,968,22.6,0.568,0.499,47,4.0,114.1,mulched,flood,Naveen,2024-06-28,2024-10-23,5.055,8.243,361.1
264,Terai Nepal,27.564566,84.229965,1.837,6.42,2.2,36.4,1169,25.8,0.811,0.66,9,8.3,84.6,removed,drip,Naveen,2024-06-26,2024-10-20,6.01,9.611,217.2
265,Mekong Delta,10.088061,105.574825,1.004,6.57,1.96,28.8,1087,25.7,0.63,0.448,40,4.9,73.1,incorporated,alternate_wetting_drying,MTU1010,2024-07-15,2024-10-13,5.487,8.944,271.7
266,Indo-Gangetic Plain,26.41859,82.332993,3.745,7.11,0.97,32.8,1079,24.2,0.542,0.46,47,11.2,59.1,removed,flood,Naveen,2024-07-18,2024-10-28,4.58,4.656,303.5
267,Terai Nepal,28.039775,84.257668,1.05,6.9,0.99,26.1,1332,26.0,0.568,0.407,60,0.0,66.6,mulched,flood,IR64,2024-06-27,2024-10-29,4.635,5.784,313.4
